,Date,BOD,AmNi,Chla,DO,Ecoli,FC,NitraNi,NitriNi,OrPh,pH,Sal,SDD,Si,SS,Temp,TIN,TKN,ToNi,ToPh,Tur,UnAm,VSS,B1,B2,B3,B4,B5,B6,B7,B8A,B11,B12,Image_Year
3861,2019-12-11,0.3,0.01,1.2,6.3,1,1.0,0.11,0.01,0.01,8.2,32.5,3.2,1.1,3.0,19.8,0.13,0.25,0.37,0.09,2.1,0.0005,0.8,0.0332013823470148,0.048822889377671,0.0448045215592075,0.0111951089363007,0.0072956377176555,0.0041867935541627,0.003968275363882,0.0024381338464088,-0.0008375252134872,0.0005503884481733,2019
3862,2019-12-11,0.5,0.02,1.4,6.7,1,1.0,0.06,0.01,0.01,8.2,32.6,2.9,1.1,2.6,19.4,0.08,0.18,0.24,0.12,2.0,0.0005,0.6,0.0299039364994297,0.0434708083719393,0.0406152032515851,0.010679939037265,0.0082110772253973,0.0045796110150042,0.0048091486328401,0.0035987875403996,-0.0009824664649553,0.001280099718493,2019
3863,2019-12-11,0.5,0.02,1.7,6.5,1,1.0,0.04,0.01,0.01,8.3,33.2,3.5,0.78,2.2,19.9,0.07,0.14,0.19,0.09,3.6,0.0005,0.6,0.0228507549033037,0.0336717620573499,0.0337531749861246,0.0092896559610196,0.006960560075813,0.003890202436838,0.0031200740408233,0.0019245229897234,-0.0019832474997564,-0.0005458038000534,2019
3864,2019-12-11,0.3,0.04,0.5,6.3,1,1.0,0.09,0.01,0.01,8.2,32.7,3.2,1.0,3.4,20.1,0.14,0.38,0.48,0.12,5.1,0.0005,0.7,0.041388964091931,0.0589325725645041,0.0570919015305171,0.0145140780926618,0.0097388402293306,0.004027949154019,0.0032751239490807,0.001713251078572,-0.0016840264537065,2.624948951149297e-05,2019
3865,2019-12-11,0.7,0.01,4.2,6.1,1,1.0,0.001,0.001,0.01,8.3,33.4,3.2,0.29,2.9,20.0,0.02,0.52,0.52,0.02,3.1,0.0005,0.8,0.0176861925137991,0.0270957052977942,0.0300399751533639,0.0079238286523271,0.0064042747369706,0.0032001026243792,0.0028804900232778,0.0025787162337427,-0.0021902020441429,-0.0002608180051142,2019
3866,2019-12-11,0.7,0.01,4.0,7.2,1,3.0,0.001,0.001,0.01,8.2,33.3,2.7,0.22,3.2,20.0,0.02,0.77,0.77,0.02,4.1,0.0005,0.9,0.0155447619349712,0.0243606899625691,0.0275052879411328,0.0073551389915928,0.0052512666701858,0.0040071542994403,0.0037073713267641,0.0023345831219729,-0.0020978638400876,-0.0007733885479834,2019
3867,2019-12-11,0.9,0.02,1.5,6.5,1,1.0,0.001,0.001,0.01,8.2,33.5,3.1,0.48,2.3,19.8,0.03,0.5,0.51,0.02,2.0,0.0005,0.9,0.0161976253715957,0.0264065706047585,0.0282795308396759,0.0072162986253405,0.0054597044681971,0.0045742840837084,0.0052199892145107,0.0034251830729364,-0.001149799815038,-7.500303650612148e-05,2019
3868,2019-12-11,0.7,0.02,3.4,6.5,1,1.0,0.001,0.001,0.001,8.3,33.5,3.1,0.75,3.0,20.0,0.03,0.71,0.71,0.03,3.0,0.0005,0.7,0.0320866072523693,0.0464645359447193,0.0519235365565063,0.017263954970801,0.012810831935446,0.0050516392594835,0.0050210844473598,0.0033631515425844,-0.0017125646529207,0.0006799226882712,2019
3869,2019-12-11,0.8,0.02,5.5,6.1,51,120.0,0.001,0.001,0.01,8.3,33.2,2.7,0.17,4.3,19.7,0.02,0.62,0.62,0.02,5.2,0.0005,1.2,0.0150609430814861,0.0256201280513336,0.0342771476897932,0.0113385381502072,0.0088121078129741,0.0068547509163398,0.0084375040228722,0.0051194875040268,-0.0013618643012907,0.0004019442439957,2019
3870,2019-12-11,0.9,0.01,2.0,6.0,1,1.0,0.001,0.001,0.01,8.3,33.4,3.4,0.57,1.8,19.9,0.02,0.42,0.42,0.02,2.6,0.0005,0.7,0.0205789371311123,0.0310256120880192,0.0325449630262137,0.0090702925894118,0.0061429134346187,0.0039871344777761,0.003888447905573,0.001364344465356,-0.0015918222910718,-0.0008068523735028,2019
3871,2019-12-11,0.9,0.01,3.4,7.0,1,1.0,0.001,0.001,0.001,8.2,33.3,2.6,0.39,3.8,20.0,0.01,0.6,0.6,0.02,1.3,0.0005,1.3,0.0137980229558391,0.0218681684846171,0.022065664985295,0.0052454361780821,0.0035453870177826,0.0033115481172673,0.0033567651970709,0.0021148586705828,-0.0021195179482294,-0.0006033385682956,2019
3872,2019-12-11,0.7,0.02,2.5,6.2,1,1.0,0.01,0.01,0.01,8.2,33.5,2.3,0.75,6.7,20.1,0.04,0.65,0.67,0.02,9.4,0.0005,1.0,0.0258687557996925,0.0390659648595944,0.0430457929754737,0.0120040822829094,0.0085250024474506,0.0031774997574379,0.0035536303474428,0.0008240811169441,-0.0022853874553372,-0.0003913288645733,2019
4012,2020-01-05,0.2,0.17,0.9,6.1,9,13.0,0.23,0.026,0.03,8.1,31.8,3.0,1.5,2.5,20.4,0.43,0.41,0.67,0.06,1.4,0.007,0.7,0.0349208435612591,0.0458417704703029,0.043943423318868,0.0120833234263353,0.0081305406140233,0.0051232821952372,0.006092557520113,0.0032682033826968,-0.0019614003349788,0.0018232797449996,2020
4013,2020-01-05,0.6,0.076,1.3,6.6,22,41.0,0.14,0.012,0.022,8.2,32.2,2.7,1.1,1.6,19.8,0.23,0.34,0.49,0.06,1.0,0.003,0.6,0.0615632817029129,0.0679094892322501,0.0566670360146837,0.0256126106936408,0.0204060177632049,0.0177435821470773,0.0201590623303866,0.013798764230729,0.0036434422311241,0.0045827828021527,2020
4014,2020-01-05,0.5,0.25,0.7,5.8,860,1200.0,0.18,0.02,0.036,8.0,32.1,2.5,1.3,4.0,20.3,0.45,0.63,0.83,0.07,2.1,0.009,0.9,0.0372198494706462,0.0462236022320818,0.0408196273483284,0.0118970455353038,0.0071634583700965,0.0026657212195292,0.0054122292141572,0.0017551547310842,-0.0012407681232678,0.0010387457568252,2020
4015,2020-01-05,0.6,0.28,0.9,5.7,770,1200.0,0.16,0.021,0.036,8.1,32.1,2.1,1.4,6.6,20.3,0.46,0.92,1.1,0.07,5.9,0.011,1.9,0.042786644654138,0.0551279447595575,0.0520782912145924,0.0180034638533789,0.0127200926697883,0.0079625591673375,0.0093887267730433,0.0067856415357791,0.0002329714599491,0.0041756617238636,2020
4016,2020-01-05,0.6,0.25,1.2,5.8,260,360.0,0.2,0.024,0.035,8.1,31.9,2.5,1.4,2.4,20.4,0.47,0.74,0.96,0.07,1.1,0.01,0.8,0.0480531620980736,0.0599786640292344,0.0544074904234294,0.018519008033416,0.0130910605184076,0.0085463871561885,0.0104896325175066,0.0069464169307758,-0.0001924495919675,0.0025356479765985,2020
4017,2020-01-05,0.3,0.069,1.6,6.7,1,1.0,0.12,0.014,0.017,8.2,32.5,3.4,1.0,2.0,20.2,0.2,0.74,0.87,0.05,0.9,0.004,0.6,0.0311528809089496,0.0369402780371648,0.0294225774960212,0.0066412856439898,0.0038088978702783,0.0020148891912039,0.0043204590513651,0.0014857673305157,-0.0024118812287015,0.0004700591926513,2020
4018,2020-01-05,0.6,0.044,1.7,7.2,1,1.0,0.079,0.012,0.012,8.3,32.5,3.7,0.79,2.4,20.0,0.14,0.38,0.47,0.05,1.0,0.002,0.8,0.0336206635286109,0.039835297422798,0.0310245789100344,0.009676691709955,0.0069443761257277,0.0049787100472985,0.0069089490267092,0.0043244982509921,-0.000577850981246,0.0015765372718276,2020
4182,2020-04-09,0.2,0.18,0.7,5.7,290,590.0,0.81,0.048,0.036,7.5,20.9,1.7,3.6,17.0,21.2,1.04,0.44,1.3,0.06,7.4,0.002,2.7,0.0744969428562804,0.0869692963539864,0.0957205969553186,0.0602668498917591,0.0448687032554478,0.0265316210166614,0.0263171693186821,0.0191185047325425,0.0059476776003366,0.0082488059691581,2020
4183,2020-04-09,4.3,0.22,1.0,4.3,88,120.0,0.79,0.043,0.07,8.0,22.4,1.5,3.7,16.0,21.3,1.05,0.34,1.17,0.1,7.3,0.009,2.8,0.0584112944404925,0.0743809271083925,0.0874492505377864,0.0577691360622492,0.0464570111067657,0.0325320617221257,0.0327936401444846,0.0303312488237474,0.0300672624556182,0.0312841701636498,2020
4185,2020-04-09,0.3,0.17,0.9,5.3,44,120.0,0.71,0.043,0.033,7.6,23.3,1.5,3.2,17.0,21.3,0.92,0.55,1.3,0.05,7.6,0.002,3.2,0.0683455414759177,0.0803673912590225,0.0908206265886437,0.0591525795695133,0.0462287432311062,0.025445211758114,0.0246011910162301,0.0212882785985009,0.0186050954973275,0.021322750393565,2020
4186,2020-04-09,4.9,0.51,2.6,5.7,990,2500.0,1.5,0.082,0.13,7.3,17.8,1.0,6.0,27.0,21.6,2.09,0.87,2.45,0.15,13.3,0.004,4.9,0.0700863325180194,0.0810200801122853,0.0916787977335079,0.0680795414506007,0.0575785373406335,0.0326930573124706,0.0339126416416407,0.0268963174218298,0.0089193656380892,0.0084733049075038,2020
4318,2020-06-18,2.1,0.014,4.2,6.1,2,2.0,0.002,0.002,0.002,8.3,28.3,2.7,0.19,12.0,29.9,0.02,0.92,0.92,0.02,6.3,0.002,3.3,0.0392672507152139,0.0409322109946029,0.0442589057188321,0.043384573296214,0.0412451423762307,0.0449700177703865,0.0462936656081994,0.0464547907233767,0.0402329928978441,0.0376913805558994,2020
4404,2020-07-13,1.8,0.042,32.0,7.7,1,3.0,0.84,0.061,0.019,8.2,13.1,2.0,3.8,10.0,31.0,0.94,0.29,1.19,0.05,3.8,0.006,3.0,-0.0033420617973818,0.0205942249024803,0.0393216521541402,0.0112518588077695,-0.0001219548513361,0.0124936937651318,-0.0086470810586748,-0.0153392139618979,0.015734244971765,0.0059216622369591,2020
4406,2020-07-13,1.3,0.02,9.1,7.3,1,1.0,1.1,0.082,0.023,8.1,10.3,1.9,6.6,8.3,30.6,1.2,0.19,1.37,0.08,4.4,0.002,2.4,0.0483808087213915,0.0781442228133965,0.1025077016293107,0.06654606569018,0.0558490935644631,0.0499977022091736,0.0535539240910303,0.0480493501648579,0.0544706158517419,0.0567824319401368,2020
4655,2020-10-11,0.3,0.027,1.8,5.3,34,75.0,0.029,0.008,0.01,8.1,32.6,3.1,0.58,9.7,28.1,0.06,0.08,0.12,0.05,4.7,0.002,2.1,0.0355407366815611,0.046019338366677,0.0421946024373574,0.014007930062109,0.0100495962545336,0.0081920284822976,0.0110297229328879,0.0066140599502626,0.005259493937411,0.0078770800174834,2020
4656,2020-10-11,0.6,0.018,1.8,5.4,1,4.0,0.002,0.002,0.004,8.1,32.7,3.2,0.42,9.1,28.0,0.02,0.12,0.12,0.05,6.3,0.001,2.3,0.0283113305119479,0.0361907545878185,0.0317109684539605,0.0111378987542181,0.0079199252690909,0.0063802553401349,0.0089038397310964,0.0056774052451623,0.0071716614680313,0.009342968275692,2020
4657,2020-10-11,0.4,0.018,2.2,5.2,28,55.0,0.012,0.004,0.007,8.1,32.7,1.7,0.51,8.6,28.1,0.03,0.1,0.12,0.05,3.5,0.001,1.8,0.0311099014287244,0.0388570974164876,0.0341618291020071,0.011440967277965,0.0087701681299196,0.0079533267375304,0.0102524703546816,0.0080159033743174,0.0064620081590928,0.0094667370021822,2020
4658,2020-10-11,0.5,0.025,2.4,6.5,57,80.0,0.016,0.004,0.007,8.1,32.7,2.4,0.58,17.0,28.1,0.05,0.07,0.09,0.12,5.3,0.002,4.4,0.0292461188627588,0.0377143439970592,0.0327744139406189,0.0103759843209013,0.0069899664763699,0.0058484360741966,0.0087880795365748,0.0060313334505671,0.0039219676544406,0.007181437017379,2020
4659,2020-10-11,0.5,0.02,1.3,5.9,17,120.0,0.014,0.004,0.007,8.0,32.7,2.0,0.62,21.0,27.9,0.04,0.08,0.1,0.09,4.4,0.001,5.2,0.0210790041319557,0.0241904734432716,0.0165348918098088,0.0016107987831385,0.0004387551061492,0.0015470495180278,0.0048570053140667,0.0009896583604983,-0.0013235705501716,0.002452942059236,2020
4875,2020-11-05,0.6,0.087,2.4,5.6,110,210.0,0.12,0.052,0.021,7.8,32.7,2.6,1.2,2.1,24.9,0.26,0.34,0.51,0.05,3.1,0.003,1.1,0.0386508049687956,0.044570820004115,0.0429966214103364,0.013783885448533,0.0101906860393099,0.0093028533843955,0.0081617184660475,0.0062971170220834,0.0007133918402057,0.0020812465969231,2020
4876,2020-11-05,0.8,0.17,3.1,5.4,450,590.0,0.1,0.044,0.023,7.8,33.0,2.6,0.92,2.5,24.6,0.31,0.98,1.12,0.06,3.9,0.005,0.8,0.0388354162870033,0.0467721184847664,0.047920709985867,0.0162761380875905,0.0106909057000426,0.0065128901464393,0.0059028139623975,0.003971873891546,0.0010258256035442,0.0025502277374831,2020
4877,2020-11-05,0.5,0.012,0.4,6.2,1,2.0,0.11,0.017,0.014,7.8,33.1,3.1,0.88,2.9,23.8,0.14,0.68,0.81,0.05,3.9,0.001,0.8,0.0455570348319616,0.05717240134075,0.0571117422807624,0.0185115251503414,0.0124593389212725,0.0069151996496848,0.0066159197527012,0.0061037801747802,0.0021298047993804,0.0033932825581321,2020
4878,2020-11-05,0.6,0.074,3.4,5.7,1300,2300.0,0.082,0.035,0.017,7.8,33.2,3.7,1.0,2.1,24.3,0.19,0.63,0.75,0.04,4.0,0.002,0.7,0.0350448585089493,0.0403696649467343,0.0376529660596344,0.011064143861003,0.0080587694921428,0.0050604024775824,0.0059751966439206,0.0043903560749069,0.0005266440394643,0.0020829028768782,2020
4879,2020-11-05,0.4,0.11,2.0,5.2,580,950.0,0.11,0.05,0.022,7.8,32.8,2.9,1.2,3.3,24.6,0.27,0.47,0.63,0.05,4.2,0.003,0.8,0.0412922821534233,0.0524174624381706,0.0507696681203444,0.0186157974721555,0.0141147871863001,0.0112586378190802,0.0102977440026201,0.0074422922543869,0.0038236790559612,0.0037950914887838,2020
4880,2020-11-05,0.5,0.11,2.5,5.4,320,590.0,0.1,0.049,0.023,7.8,32.8,2.5,1.1,2.1,24.6,0.26,0.52,0.67,0.05,3.4,0.003,0.8,0.0407455853632211,0.0483170033567259,0.0469168246168762,0.0151266427231768,0.0110807302082657,0.0069678675479181,0.0072519508313721,0.0053133061895248,0.0022690357089541,0.0031466817056366,2020
4881,2020-11-05,0.6,0.028,2.1,5.6,46,90.0,0.086,0.026,0.017,7.8,33.1,2.8,0.95,1.4,24.4,0.14,0.35,0.46,0.03,4.7,0.001,0.5,0.0336961992713455,0.0395122867464324,0.0373253367856277,0.0117959773935913,0.0086814604796204,0.0049085624119419,0.0063781994799889,0.0044171340462719,0.0013187924092426,0.003089109491847,2020
4882,2020-11-05,0.6,0.057,3.8,5.6,50,130.0,0.097,0.03,0.02,7.9,33.1,2.7,0.96,1.4,24.6,0.18,0.97,1.1,0.04,5.1,0.002,0.5,0.0300595247422645,0.0364360483657057,0.0348606325051327,0.0131980916075352,0.010414694725573,0.0071075065792514,0.0071434406548567,0.0059403223334675,0.0036294656322677,0.0046208886460888,2020
4883,2020-11-05,0.5,0.032,2.4,6.3,20,30.0,0.086,0.027,0.017,7.9,33.1,2.2,0.93,2.0,24.3,0.15,0.41,0.52,0.03,3.6,0.001,0.5,0.0336871516326421,0.0416612181817436,0.0388863694665724,0.0139370164363741,0.0103386913254716,0.0070410526491082,0.007756772177069,0.0056701657723338,0.0025272592243853,0.0042497208852255,2020
4884,2020-11-05,0.7,0.11,2.7,5.5,2000,3700.0,0.1,0.032,0.024,7.8,33.0,2.7,0.98,2.7,24.7,0.24,0.47,0.6,0.04,4.2,0.003,0.7,0.0297740453904181,0.0368260768462523,0.0377249467135339,0.0142189514424542,0.0109561901221408,0.0071833989647205,0.0070486192681337,0.0065351209556428,0.0038022300242123,0.0042093838898978,2020
4885,2020-11-05,0.8,0.15,2.3,5.4,5000,12000.0,0.08,0.039,0.021,7.8,33.2,2.9,1.1,2.0,24.4,0.27,0.52,0.64,0.07,3.6,0.004,0.6,0.0351870213181934,0.0431588288927736,0.0428067592581236,0.0152556634527178,0.0113153699982394,0.0063780532479341,0.0055597245005542,0.0042130734343826,0.0017188050853671,0.003089650662467,2020
4886,2020-11-05,0.5,0.058,5.6,6.6,3,8.0,0.1,0.038,0.014,7.7,33.1,2.4,0.81,4.2,24.6,0.2,0.71,0.85,0.05,5.0,0.001,1.2,0.0371871428229456,0.049113350239125,0.0550237004225832,0.0229828206753048,0.0174985969219729,0.010475735798633,0.0111338775636714,0.0084311556562603,0.0025669163548315,0.0043634852429312,2020
4887,2020-11-05,0.5,0.13,2.1,6.6,120,300.0,0.11,0.044,0.026,7.8,32.9,2.0,1.2,1.3,25.0,0.28,0.61,0.76,0.04,3.8,0.004,0.5,0.0420138733235836,0.0581581307044546,0.0611187779749486,0.0343661873863624,0.0274213894880815,0.0196451456566776,0.0175443410349094,0.0139314869912364,0.0097700553002205,0.0036886550969279,2020
4888,2020-11-05,0.7,0.042,7.3,6.6,1,3.0,0.095,0.04,0.013,7.8,33.1,1.9,0.67,3.1,24.7,0.18,0.69,0.83,0.05,4.0,0.001,1.6,0.0348609541462402,0.0450052961986248,0.0505156122932739,0.0183459543822079,0.0139896330041701,0.0078439227951187,0.0087485707018016,0.0073105354656267,0.0017738835427539,0.0027462972945742,2020
4889,2020-11-05,0.7,0.048,6.4,7.3,1,1.0,0.094,0.037,0.013,7.9,33.1,2.0,0.66,3.6,24.8,0.18,0.91,1.04,0.05,3.8,0.002,1.4,0.0390978723733121,0.0492445557386442,0.0558932501300931,0.0199580583600569,0.0147702382073886,0.0078394665627011,0.0083182071013426,0.0058505972372984,0.0024916571982273,0.0038797687736686,2020
4890,2020-11-05,0.7,0.046,4.2,6.3,28,61.0,0.092,0.037,0.014,7.9,33.3,2.1,0.86,4.4,24.5,0.18,0.74,0.87,0.05,4.9,0.001,1.2,0.0477187686566385,0.0613568142092312,0.0669944480403793,0.0282607913100574,0.0216299736833123,0.0096308444544315,0.0115297966175273,0.0086378702318596,0.0038538564465903,0.0057676645491144,2020
4891,2020-11-05,0.2,0.005,0.6,6.0,1,1.0,0.11,0.012,0.015,7.9,32.9,1.6,0.89,5.2,24.3,0.13,0.72,0.84,0.05,5.0,0.001,1.2,0.0571510609848848,0.0743804528835627,0.0799053082839328,0.0359479538355791,0.0245340960686126,0.0099232569915628,0.0112379671976233,0.0077273997298257,0.0039694979050661,0.0054894666100378,2020
4892,2020-11-05,0.6,0.074,3.8,6.0,180,330.0,0.098,0.031,0.021,7.8,33.1,3.8,0.95,1.6,24.6,0.2,0.48,0.61,0.04,4.4,0.002,0.5,0.0286448610761295,0.0343723841760345,0.0335331745026764,0.011878402306211,0.0094034601204587,0.0062293379878357,0.0067863958225668,0.0051021312116849,0.0029963185518556,0.0045929125075849,2020
4893,2020-11-05,0.5,0.03,2.4,5.6,78,110.0,0.084,0.027,0.016,7.7,33.2,2.4,0.91,2.1,24.4,0.14,0.7,0.81,0.03,4.3,0.001,0.5,0.032291447771332,0.0385750351644241,0.0360949319509644,0.0109037666183281,0.0079548979719651,0.005634828771795,0.0067269386291639,0.0041336206476395,0.0012320933116427,0.0027617117085424,2020
4894,2020-11-05,0.5,0.007,2.5,6.1,1,1.0,0.091,0.02,0.012,7.9,33.2,2.2,0.9,3.8,24.6,0.12,0.6,0.71,0.05,4.9,0.001,1.2,0.0551963595706267,0.0691828945455103,0.0749699568273961,0.0347785837544429,0.0248481590677196,0.0103689313360286,0.011443288950836,0.0073651431464876,0.0031678258655443,0.0031958912772988,2020
4951,2020-11-20,1.0,0.031,2.8,6.1,1,1.0,0.003,0.003,0.02,8.0,32.8,2.8,0.38,2.0,25.3,0.04,0.21,0.22,0.08,4.2,0.001,0.8,0.0290047087925008,0.0328629365197526,0.0323934932217654,0.0109083540482485,0.0080384207893878,0.006977592457633,0.0086447959695887,0.0054890790647005,0.0007179690730269,0.0022018215888387,2020
4952,2020-11-20,0.9,0.019,1.4,6.3,1,1.0,0.002,0.003,0.011,8.0,33.0,2.5,0.26,1.3,25.0,0.02,0.48,0.49,0.06,2.8,0.001,0.6,0.0284191789338101,0.0297192756686254,0.0257090968034082,0.007130582387817,0.0057127014646334,0.0040606503801172,0.0082402601673615,0.0052733288295198,0.0039142931111914,0.0072358402523301,2020
4953,2020-11-20,0.8,0.014,1.8,5.8,2,3.0,0.004,0.002,0.009,7.9,32.8,3.9,0.18,0.9,24.4,0.02,0.33,0.34,0.07,4.1,0.001,0.5,0.0190901759388872,0.0173515666568097,0.012704016920263,0.0017045668249795,0.000294495027765,-1.9507438273565563e-05,0.0023888015365594,-0.0007556878131651,0.0011526864495634,0.0060338483392796,2020
4954,2020-11-20,0.7,0.017,2.0,5.5,1,1.0,0.003,0.002,0.009,7.9,32.8,3.3,0.15,1.2,24.4,0.02,0.24,0.25,0.07,5.1,0.001,0.5,0.0149386583700207,0.0180119083691866,0.0119858044566082,0.0013482110952284,-0.0004354958952529,-0.0016083239681408,-0.0004299275371407,-0.0015119517291561,-0.0024122378467609,-0.0010880678443758,2020
4955,2020-11-20,0.7,0.04,2.6,6.3,1,6.0,0.031,0.007,0.008,7.9,32.6,2.5,0.76,3.0,25.3,0.08,0.25,0.29,0.09,5.2,0.001,0.7,0.0293357548241551,0.0292771533140949,0.0354284332777449,0.0194883979071231,0.0215491142787334,0.0301083867654811,0.0375359801449593,0.0363898914781362,0.0267457191655996,0.0381060911555978,2020
4995,2020-11-25,0.4,0.039,0.9,6.4,1,1.0,0.012,0.004,0.01,8.0,32.8,3.0,0.48,0.9,24.8,0.06,0.36,0.38,0.05,2.9,0.002,0.5,0.039738194793523,0.0430818955625912,0.0366557338222612,0.013681746456711,0.0107660299845137,0.0104527350530276,0.0094440913656681,0.0068256234637785,-0.0009343817526411,-0.0009617858716491,2020
4996,2020-11-25,0.5,0.042,1.3,4.8,1,1.0,0.016,0.004,0.008,7.9,32.7,2.5,0.55,0.5,24.5,0.06,0.28,0.3,0.05,4.0,0.002,0.5,0.0522327685505034,0.0585152199019929,0.0525285940684221,0.020563082501905,0.0155788839019308,0.0127563425483675,0.0118159706827841,0.007761369131303,-0.0005049719557948,-0.0003593307351005,2020
4997,2020-11-25,0.7,0.011,2.3,6.3,1,1.0,0.1,0.012,0.009,8.0,32.1,2.6,0.7,1.3,23.3,0.12,0.16,0.27,0.06,5.0,0.001,0.5,0.0598340816360352,0.0722714647881258,0.0706202230935029,0.0279023915860507,0.0216876335455536,0.0135151467378396,0.0118116397319608,0.0098146289470952,0.004189218757449,0.005088163558049,2020
4998,2020-11-25,0.7,0.026,3.9,6.2,1,1.0,0.086,0.01,0.008,8.1,32.1,2.6,0.58,3.4,23.6,0.12,0.29,0.39,0.06,3.7,0.001,0.8,0.0638259316163263,0.0762085313613515,0.074719223145552,0.0317246684891749,0.0251913704457712,0.0158147495013128,0.0141368584860162,0.0107525772352341,0.0062047010349095,0.0066687863103399,2020
4999,2020-11-25,0.6,0.027,2.7,5.9,1,1.0,0.098,0.012,0.009,8.0,32.0,3.0,0.65,1.6,23.4,0.14,0.4,0.51,0.05,4.2,0.001,0.6,0.0468274592914716,0.0558685114703019,0.0580478889308425,0.0227054495294181,0.0179646945380025,0.0125602791602828,0.0128839149652239,0.0095657828092274,0.0047933279759526,0.0056920252097423,2020
5000,2020-11-25,0.8,0.013,6.0,6.7,1,1.0,0.061,0.009,0.008,8.0,32.2,3.0,0.44,0.5,23.5,0.08,0.38,0.45,0.06,3.7,0.001,0.5,0.0517127607069624,0.0631864538685876,0.067911418422337,0.0260927077136206,0.0191201033873515,0.0106641829992416,0.0101099521227778,0.0064466800441093,0.0017047375687073,0.0028282707454986,2020
5001,2020-11-25,0.8,0.017,6.3,6.5,1,1.0,0.055,0.008,0.009,7.9,32.3,3.0,0.44,0.7,23.6,0.08,0.43,0.49,0.05,3.3,0.001,0.5,0.0355398358806188,0.0408024508454875,0.0349035812007919,0.014068782161528,0.0115994859684314,0.0092014081720486,0.0095559072141833,0.0066541062924462,0.0013762470299953,0.0017512647224783,2020
5002,2020-11-25,0.8,0.017,1.9,6.4,1,1.0,0.12,0.01,0.011,8.0,32.0,2.4,0.83,0.7,23.2,0.15,0.3,0.43,0.06,4.7,0.001,0.6,0.0682352096561394,0.0765696051680067,0.07580293930119,0.0310979470854908,0.0247218749834839,0.0166104872527378,0.017426587711716,0.0150024859067638,0.006918540744904,0.0082008510463862,2020
